id,stc,estc,title,author,publisher,pubplace,keywords,date
B04505,N1213,None,"The noble prodigal, or, The young heir newly come to his estate. Who very kindly doth invite you all, to feast upon his fathers funerall. A new medly to six ayres.",Anonymous,s n,London,"Ballads, English --  17th century.",1670-1680?
B05032,R1896,None,"Rome in an uproar; or, The Pope's bulls brought to the baiting-stake by old father Petres. To the tune of, Packington's pound.",Anonymous,s n,London,"Catholic Church --  Controversial literature --  Early works to 1800. -- Ballads, English --  17th century.",1689
B05763,S2196,R183650,"The seamans song of Captain Ward the famous pyrate of the world, and an Englishman born, the tune is, The kings going to Bulloign.",Anonymous,Printed for F Coles T Vere and William Gilbertson,London,"Ward, John, fl. 1603-1615 --  Poetry. -- Ballads, English --  17th century. -- Pirates --  Poetry. -- Broadsides --  England --  17th century.",1658-1664?
B02811,D2697A,None,"Advice to the ladies of London, in the choice of their husbands. To an excellent new court tune. This may be printed, R.P.","D'Urfey, Thomas, 1653-1723.",Printed for J Back at the Black Boy draw bridge on London Bridge,London,"Ballads, English --  17th century.",1686-1688?
B05663,S1881,R233626,A proclamation for opening the mint,Scotland. Privy Council.; Scotland. Sovereign (1685-1688 : James VII),Printed by the heir of Andrew Anderson Printer to his most sacred Majesty,Edinburgh,"Mints --  Scotland --  Early works to 1800. -- Coinage --  Law and legislation --  Scotland --  Early works to 1800. -- Finance, Public --  Law and legislation --  Scotland --  Early works to 1800. -- Scotland --  Politics and government --  1660-1688 --  Sources. -- Broadsides --  Scotland --  17th century.",1687
B02055,C2991,R171213,"His Majesties declaration to all his loving subjects, March 15. 1672. Published by the advice of his Privy Council.","England and Wales. Sovereign (1660-1685 : Charles II); England and Wales. Sovereign (1660-1685 : Charles II); Charles II, King of England, 1630-1685.",Re printed by Evan Tyler printer to the King s most excellent Majesty,Edinburgh,"Church and state --  England --  17th century --  Early works to 1800. -- Dissenters, Religious --  England --  17th century --  Early works to 1800. -- Great Britain --  Politics and government --  1660-1688 --  Early works to 1800. -- Broadsides --  Scotland --  17th century.",1672
B03233,E420,R36137,"An elegy on the learned and zealous minister of the Gospel, Mr. Christopher Fowler, who departed this life on Monday the 15th of January, 1676/7.",Anonymous,s n,London,"Fowler, Christopher, 1610?-1678 --  Poetry --  Early works to 1800. -- Elegiac poetry, English --  17th century.",1677
B02704,D1573A,R176415,A discourse between law and conscience when they were both banished from Parliament. In the first Parliament of James the Seventh.,Anonymous,s n,Scotland,"Ballads, Scots --  17th century. -- Poltical satire, Scottish --  Poetry --  Early works to 1800. -- Scotland --  Poltics and government --  1660-1688 --  Humor --  Poetry --  Early works to 1800. -- Broadsides --  Scotland --  17th century.",1685
B02604,C974,R170972,The case of Robert Blackburne,"Blackburne, Robert, prisoner in Newgate.",s n,London,"Blackburne, Robert, --  prisoner in Newgate --  Trials, litigation, etc. -- Due process of law --  England --  Early works to 1800. -- False imprisonment --  England --  Cases --  Early works to 1800. -- Broadsides --  England --  17th century.",1700
B04229,L3284,None,"Loves torments eased by death: or, Lovers delay'd, grow desperate. Being a relation how a young gallant thinking he was despised by Cloris, poysoned himself, the which the nymph understanding by a letter that she found lying by him, ran distracted, &c. Cevus by loves fierce shaft tormented lyes, dispairing of all cure, self poyson'd dyes. Leaving a letter that contain'd the cause of his sad fate, which Cloris finds, does pause, a while upon them with the sense of grief, distracted grows, admitting no relief. To a pleasant new court-tune: or, Phillis thou soul of love.",Anonymous,Printed for P hilip Brooksby at the Golden Ball in West smithfield,London,"Ballads, English --  17th century.",1670-1696?
B01482,A645_VARIANT,None,"Advice to batchelors, or, The married mans lamentation. Take heed you that unmarried are, how you do make your choice; but if a good wife you do find, 'twill make your heart rejoyce. Tune of, Hey boys up go we; Busie fame; Marrellus; or, Jenny Gin.",Anonymous,Printed for J Deacon at the Angel in Guildspur street without Newgate,London,"English wit and humor --  Poetry --  Early works to 1800. -- Marriage --  Early works to 1800. -- Ballads, English --  17th century. -- Broadsides --  England --  17th century.",1685
B00202,14077c.23A,S2133,The hole īdulgēce of p̲dō graūted to blessed. S. Cornelis is. vi. score yers. vi. score lēts. ii. M. ix. C. [and] xx. dais of p̲dō for euermore to ēdure.,Catholic Church. Pope (1513-1521 : Leo X); Catholic Church. Pope (1513-1521 : Leo X),s n,London,"Cornelius, --  Saint, d. 253 --  Early works to 1800. -- Indulgences --  Early works to 1800. -- Saints --  Early works to 1800.",1520
B01735,B3891,None,"The doubting virgin, and the constant youngman. Observe what here is put in print, all you that do love merriment: it's for young men and maids also, stay and hear't o're before you go. Tune of, The repriev'd captive, by Tobias Brown [sic].","Bowne, Tobias.",Printed for P hilip Brooksby at the Golden Ball in Pye corner,London,"Ballads, English --  17th century.",1670-1696?
B06103,T1363D,R185109,"To his Grace, his Majestys High Commissioner, and the honourable Estates of Parliament the petition of several nobles and barrons [sic] concerned in burghs of regality and barrony, and other inhabitants within this kingdom.",Scotland. Sovereign (1694-1702 : William II),s n,Edinburgh,Foreign trade regulation --  Scotland --  Early works to 1800. -- Scotland --  Commerce --  Early works to 1800. -- Broadsides --  Scotland --  17th century.,1698
B06652,W2961B,None,"The willy, witty, neat, and pritty, damsell: vvhich to a souldier often made this answer, I dare not doe no more nor the back of your hand sir, to the tune of, The Oyle of Barly.",Anonymous,Printed by Iohn Hammond,London,"Ballads, English --  17th century.",1649
B06003,S6106,None,"The subjects satisfaction being a new song of the proclaiming King William and Queen Mary the 13th. of this instant February, to the great joy and comfort of the whole kingdom : to the tune of, Grim King of the ghosts; or, Hail to the mirtle shades.",Anonymous,Printed for J Deacon at the Angel in Guilt spur street,London,"Ballads, English --  17th century.",1689
B02679,D1332,None,"A dialogue between the ghosts of the two last Parliaments, at their late interview. -Fuimus Troes.- Nitimur in vetitum.-",Anonymous,Printed for Al Banks,London,"England and Wales. --  Parliament --  Poetry --  Early works to 1800. -- Dialogues, English --  Poetry --  Early works to 1800.",1681
B02608,C984,R170976,The case of several Italian merchants settled in London,Anonymous,s n,London,Silk industry --  Law and legislation --  England --  Early works to 1800. -- Foreign trade regulation --  England --  Early works to 1800. -- England --  Commerce --  Italy --  Law and legislation --  Early works to 1800. -- Italy --  Commerce --  England --  Law and legislation --  Early works to 1800. -- Broadsides --  England --  17th century.,1693
B00880,25668,None,"Slippery VVill, or The old bachelors complaint, with his aduice to all yong men not to doe as he had done: His youthfull time he spent away, which makes him now this prouerbe say, that he that will not when he may, when he would, he should haue nay. To the tune of, The bonny bonny broome.",Anonymous,For E B,Printed at London,"Ballads, English --  17th century.",1630
B01744,B3898,None,"The two faithful lovers, or, A merry song in praise of Betty. Young-men and maids I do intend to sing a song that's newly pen'd; and if you please to have it out 'twill please your fancies without doubt. / By T.B. Tune of, The amorous damsel of Bristol city. With allowance.","Bowne, Tobias.",Printed for J Wright J Clark W Thackery and T Passinger,London,"Folk songs, English --  Texts --  Early works to 1800. -- Love poetry, English --  Early works to 1800. -- Ballads, English --  17th century.",1681-1684?
B01015,4485,S126049,"The foundation of the universitie of Cambridge, vvith a catalogue of the principall founders and speciall benefactours of all the colledges, and totall number of students, magistrates and officers therein being, anno 1634.","Scot, John, the elder.",Printed by the Printers to the Vniversitie of Cambridge for John Scot the Elder and to be sold over against the Holborn Conduit and the house of Robert Peak,London,University of Cambridge --  Early works to 1800. -- Broadsides --  England --  London --  17th century.,1634
B04258,L3371D,R180263,"The loyal subjects exultation, for the coronation of King Charls the Second. To the tune of, When the king comes home in peace again.",Anonymous,Printed for F Grove,London,"Charles --  II, --  King of England, 1630-1685 --  Coronation --  Poetry. -- Lilly, William, 1602-1681 --  Poetry. -- Lambert, John, 1619-1683 --  Poetry. -- Albemarle, George Monck, --  Duke of, 1608-1670 -- Ballads, English --  17th century. -- Broadsides --  England --  17th century.",1660
B02124,C348C,R175639,"Orders to be observ'd by all students in the University at the approach and during the continuance of their Majesties here, upon the utmost penalty of the statutes to be inflicted upon the transgressors, as the disobedience and insolence of the offenders shall merit.",Unversity of Cambridge.,s n,Cambridge,University of Cambridge --  History --  17th century --  Sources. -- Broadsides --  England --  17th century.,1681
B03242,E432,R36142,"An elegy on the renowned memory of the right reverend Edward, late Bishop of Norwich.",Anonymous,s n,London,"Reynolds, Edward, 1599-1676 --  Poetry --  Early works to 1800. -- Elegiac poetry, English --  17th century.",1676
B02024,C2682A,R175731,"By the King. A proclamation offering his Majesties gracious pardon to all officers, gunners, armourers, gunsmiths, carpenters, wheele-wrights, and other artificers belonging to the Office of the Ordinance, and requiring their attendance at Oxford, before the eighteenth day of this instant March.","England and Wales. Sovereign (1625-1649 : Charles I); England and Wales. Sovereign (1625-1649 : Charles I); Charles I, King of England, 1600-1649.",by Leonard Lichfield Printer to the University,Printed at Oxford,"Great Britain. --  Board of Ordnance --  Early works to 1800. -- Great Britain --  History --  Civil War, 1642-1649 --  Early works to 1800. -- Broadsides --  England --  19th century.",1643
B05907,S4461A,R184355,"Solomons sacrifice, with his prayer in Gibeon; and how God appeared to him in a vision, and answered his request. To a new tune.",Anonymous,Printed for W Thackeray,London,"Solomon, --  King of Israel --  Poetry. -- Ballads, English --  17th century. -- Al Jīb (Palestine) --  Poetry. -- Broadsides --  England --  17th century.",1685
B02860,D2949,None,"The dyers destiny: or, The loving wife's help in time of need. Two trades is better far than one, sweet husband, then, said she; then if thou wilt let me alone, I'll be a help to thee. To the tune of, Why are my eyes still flowing, &c. This may be printed, R.P.",Anonymous,Printed for J Blare at the Looking Glass on London Bridge,London,Broadsides --  England --  London --  Early works to 1800. -- Husband and wife --  Early works to 1800. -- Cuckolds --  England --  Early works to 1800. -- Adultery --  England --  Early works to 1800. -- Ballads --  England --  17th century.,1685-1688?
B01739,B3894,None,"Kind William, or Constant Betty. Let maids beware, and shun the snare, I say berul'd by me; though you embrace, be perfect chaste, from stains of infamy. To the tune of The doubting virgin.","Bowne, Tobias.",Printed for J onah Deacon in Gilt spur Street,London,"Broadsides --  England --  London --  Early works to 1800. -- Love poetry, English --  England --  Early works to 1800. -- Ballads --  England --  17th century.",1684
B05612,S1799,R183478,Proclamation for a solemn national monthly fast,Scotland. Privy Council.; Scotland. Sovereign (1689-1694 : William and Mary),Printed by the heir of Andrew Anderson,Edinburgh,Prayers --  Law and legislation --  Scotland --  Early works to 1800. -- Fasts and feasts --  Church of Scotland --  Early works to 1800. -- Church and state --  Scotland --  Early works to 1800. -- Broadsides --  Scotland --  17th century.,1692
B04225,L3279,None,"The loves of Jockey and Jenny: or, The Scotch wedding. A most pleasant new song.",Anonymous,Printed for P Brooksby at the Golden Ball in West smithfield,London,"Ballads, English --  17th century.",1684-1685?
B05712,S1949A,R183569,"A proclamation, indicting a solemn and religious fast, to be keeped and observed throughout the whole kingdom of Scotland.",Scotland. Privy Council.; Scotland. Sovereign (1660-1685 : Charles II),Printed by the heir of Andrew Anderson,Edinburgh,Fasts and feasts --  Law and legislation --  Scotland --  Early works to 1800. -- Broadsides --  Scotland --  17th century.,1684
B04092,L2492,R179855,"A list of the preachers appointed by the Lord Bishop of London, to preach in the city and suburbs of London, in Lent, 1690. on Wednesdays and Fridays, in the churches of St. Peter Cornhil. St. Sepulchres. St Brides. St. Paul's Covent-Garden.",Church of England. Diocese of London.,Printed for W Kettilby,London,Church of England --  Clergy --  17th century --  Sources. -- Broadsides --  England --  17th century.,1690
B02803,D2523,None,"The dumb lady; or, No, no, not I; I'le answer. To the tune of, the doubtful virgin, or the new Borey, or Will you be a man of fashion.",Anonymous,Printed for P Brooksy sic at the Golden Ball in Pye Corner,London,Broadsides --  England --  London --  Early works to 1800. -- Sex --  Humor --  Early works to 1800. -- Ballads --  England --  17th century.,1682-1690?
B05671,S1891,R226353,"By the Lords Justices, a proclamation for publishing the peace between His Majesty and the French king",Scotland. Sovereign (1694-1702 : William II); Scotland. Sovereign (1694-1702 : William II); England and Wales. Sovereign (1694-1702 : William III),Printed by the heirs and sucessors of Andrew Anderson,Edinburgh,Treaty of Ryswick (1697) --  Sources. -- Great Britain --  Foreign relations --  France --  1689-1714 --  Early works to 1800. -- France --  Foreign relations --  Great Britain --  1689-1714 --  Early works to 1800. -- Broadsides --  Scotland --  17th century.,1697
B04346,M1850,None,"The merry bag-pipes: the pleasant pastime betwixt a jolly shepherd and a country damsel, on a mid-summers-day in the morning. To the tune of, March Boys, etc. Licensed according to order.",Anonymous,Printed for C Bates next door to the Cro w n Tavern in West Smithfield,London,"Ballads, English --  17th century.",1690-1998?
B04417,M2909B,R180742,"A most notable example of an ungracious son, who in pride of his heart denyed his own father, and how God for his offence turned his meat into loathsome toads. To the tune of, Lord Derby.",Anonymous,Printed for F Coles T Vere and I Wright,London,"Ballads, English --  17th century. -- Broadsides --  England --  17th century.",1663-1674?
B05297,S1393,R182970,"Act anent persons having passes for traveling. Edinburgh, the first day of October, 1688.",Scotland. Privy Council.; Scotland. Sovereign (1685-1688 : James VII),Printed by the heir of Andrew Anderson,Edinburgh,Passes (Transportation) --  Law and legislation --  Scotland --  Early works to 1800. -- Broadsides --  Scotland --  17th century.,1688
B05020,R1659,None,"The scornful maid, and the constant young-man. With mocks and taunts she doth him jear, as in this ditty you may hear; yet no denyal he would have, but still her favour he did crave: yet at the last she granted love, and vowed she would constant prove; yet in this ditty you may find, it is money that doth a bargain bind. Tune of, Times changling I will never be: or, Sawny, or, A fig for France.","Robins, Thomas, fl. 1672-1685.",Printed for P hilip Brooksby at the Golden Ball in West Smithfield,London,Broadsides --  England --  London --  Early works to 1800. -- Man-woman relationships --  Early works to 1800. -- Ballads --  England --  17th century.,1685
B02616,D1002B,None,"Mr. Hampdens speech, occasioned upon the Londoners petition for peace.","Denham, John, Sir, 1615-1669.",s n,London,"Hampden, John, 1594-1643 --  Poetry --  Early works to 1800. -- Satire, English --  Poetry --  Early works to 1800. -- Peace --  Poetry --  Early works to 1800. -- London (England) --  History --  17th century --  Early works to 1800. -- Great Britain --  History --  Civil War, 1642-1649 --  Early works to 1800.",1643
B03096,E2974A,R176699,"Englands great prognosticator, foretelling when England shall enjoy a settled peace and happinesse again, not by planets, signes, nor by stars, but truly tells when ends these bloody wars. To the tune of, When the King injoyes his own again.",Anonymous,Printed for Francis Grove,London,"Charles --  II, --  King of England, 1630-1685. -- Ballads, English --  17th century. -- Broadsides --  England --  17th century.",1660-1661?
B03221,E403,None,"A elegy on the death of the right honourable Heneage Lord Finch, Baron of Daventry, High Chancellour of England, Earl of Nottingham; and one of the lords of the most honourable privy-council; who departed this life, Decemb. 18. 1682.",Anonymous,Printed for J Deacon at the Rainbow near St Andrews Church in Holbourn,London,"Nottingham, Heneage Finch, --  Earl of, 1621-1682 --  Poetry --  Early works to 1800. -- Elegiac poetry, English --  17th century.",1682
B01932,C1184,R171034,"The case of Thomas Christy of Bedford, esquire","Christy, Thomas.",s n,London,England and Wales. --  Parliament. --  House of Commons --  Contested elections --  Early works to 1800. -- Elections --  Corrupt practices --  England --  Bedford --  Early works to 1800. -- Bedford (England) --  Politics and government --  17th century --  Early works to 1800. -- Broadsides --  England --  17th century.,1690
B06111,T1372B,R185120,"To his most excellent majesty William King of Great=Brittain,",Anonymous,s n,Scotland,"William --  III, --  King of England, 1650-1702 --  Poetry -- Scotland --  Politics and government --  1660-1688 --  Poetry --  Early works to 1800. -- Broadsides --  Scotland --  17th century.",1689
B04688,P1514A,R181670,"A perfect relation of the most glorious and entire victory obtain'd by the Christian army (under the conduct of the D's of Lorain and Bavaria) over the whole Turkish forces near Darda, taking all their baggage and canon. Brought by express to His Excellency the Spanish ambassador, August the 20th, 1687.",Anonymous,Re printed by the heir of Andrew Anderson,Edinburgh,"Austro-Turkish War, 1683-1699 --  Campaigns --  Buda --  Sources. -- Broadsides --  Scotland --  17th century.",1687
B00245,15264.5,S93429,"The lovely northern lasse, who in the ditty here complaining, shewes what harme she got milking her daddies ewes. To a pleasant Scotch tune, called, The broom of Cowden knowes.",Anonymous,Printed for Fr Coles in the Old Bayly,London,"Ballads, English --  17th century. -- Broadsides --  England --  17th century.",1635
B01772,B4408A,R229408,"A breviat for the defendants upon a scire facias, to repeal or make void the letters patents, under the Great Seal of England (hereunto annexed) for reprisals, against the States General, and their subjects, for 151612 l. with costs and damages, as recited in the scire facias; unto which the defendants have pleaded and joined in demurrer, this Easter term, 34. Carol. sedund. pro ut, &c.",Anonymous,s n 1682,London,Salvage --  England --  Cases --  17th century. -- Broadsides --  England --  17th century.,1682
B04788,P3007,None,Portsmouth observed and described.,Anonymous,Printed for Randall Taylor near Stationers Hall,London,Portsmouth (England) --  Poetry --  Early works to 1800.,1684
B05008,R1628A,R182799,"Robin Hood and the bishop. Shewing how Robin Hood went to an old womans house, and changed cloaths with her to escape from the bishop: and how he robbed him of all his gold, and made him sing mass. To the tune of, Robin Hood and the stranger.",Anonymous,Printed for F Coles T Vere J Wright and J Clarke,London,"Robin Hood (Legendary character) --  Poetry. -- Ballads, English --  17th century. -- Broadsides --  England --  17th century.",1674-1679?
B06800,Z11,None,"The zealous lover. He strives for to illustrate her perfection who now hath brought him under loves subjection, no task so hard he will undergoe if that she will but love unto him show what ever can be had, shall be her own if she will yield to fancy him alone. To the tune of, Underneath the green wood tree, &c.",Anonymous,Printed for R H J Williamson in Cannon street and at the Bible on London Bridge,London,"Ballads, English --  17th century.",1670-1998?
B05759,S2180A,R183643,"The seamans adieu to his dear. This man was prest to serve upon the seas ... To the tune of, I'le go to Sir Richard, &c.",Anonymous,Printed for Richard Burton,London,"Ballads, English --  17th century. -- Sailors --  Poetry. -- Broadsides --  England --  17th century.",1641-1674?
B03209,E390,R36104,"An elegy on the death of that learned, pious, and famous divine, Doctor John Ovven, who dyed the 24th. of August, 1683.",Anonymous,Printed for Richard Janeway in Queens Head Alley in Pater Noster Row,London,"Owen, John, 1616-1683 --  Poetry --  Early works to 1800. -- Elegiac poetry, English --  17th century.",1683
B05624,S1818,R183490,"A proclamation for adjourning the Parliament from the fifteenth of March instant, until the fifteenth of June next.",Scotland. Privy Council.; Scotland. Sovereign (1689-1694 : William and Mary),Printed by the successors of Andrew Anderson Printer to their most excellent Majesties,Edinburgh,Scotland. --  Parliament --  Early works to 1800. -- Scotland --  Politics and government --  1689-1745 --  Early works to 1800. -- Broadsides --  Scotland --  17th century.,1694
B04313,L972,None,"The Leicester-shire tragedy: or, the fatal over-throw of two unfortunate lovers, caus'd by Susanna's breach of promise. To the tune of, The jealous lover: or, The languishing swain.",Anonymous,Printed for P hilip Brooksby in Pye corner,London,"Ballads, English --  17th century.",1685
B03987,L1112,R179455,His Imperial Majesty's letter to the Pope wherein is offered his reasons why he cannot accept of any offers of peace with France / translated from the original.,"Holy Roman Empire. Emperor (1658-1705 : Leopold I); Holy Roman Empire. Emperor (1658-1705 : Leopold I); Leopold I, Holy Roman Emperor, 1640-1705.; Catholic Church Pope (1689-1691 : Alexander VIII).",Re printed by the heir of Andrew Anderson,Edinburgh,"Grand Alliance, War of the, 1689-1697 --  Sources. -- Germany --  Foreign relations --  France --  Early works to 1800. -- France --  Foreign relations --  Germany --  Early works to 1800. -- Broadsides --  Edinburgh --  17th century.",1692
B05593,S1778,R183459,"Proclamation, discharging trade and commerce with the city of London, and other places of the Kingdom of England, suspected of the plague. At Edinburgh, the twenty one of December, one thousand six hundred sixty five.",Scotland. Privy Council.,Printed by Evan Tyler Printer to the King s most excellent Majesty,Edinburgh,Plague --  Prevention --  Scotland --  Early works to 1800. -- Plague --  England --  London --  Early works to 1800. -- Trade regulation --  Scotland --  Early works to 1800. -- Broadsides --  Scotland --  17th century.,1665
B02112,C3319,R171272,By the King. A proclamation for calling a Convention of Estates.,"Scotland. Sovereign (1649-1685 : Charles II); Scotland. Sovereign (1649-1685 : Charles II); Charles II, King of England, 1630-1685.",Printed by Evan Tyler printer to the King s most excellent Majesty,Edinburgh,Scotland. --  Convention of Estates. -- Scotland --  Politics and government --  1660-1688 --  Sources. -- Broadsides --  Scotland --  17th century.,1665
B03425,F383,R216020,The famous sea-fight between Captain Ward and the Rain-bow. To the tune of Captain Ward.,Anonymous,Printed for Fr Coles,London,"Ward, John, fl. 1603-1615. -- Cumberland, George Clifford, --  Earl of, 1558-1605 --  Poetry. -- Devonshire, Charles Blount, --  Earl of, 1563-1606 --  Poetry. -- Essex, Robert Deveraux, --  Earl of, 1567-1601 --  Poetry. -- Rainbow (Ship). --  Poetry. -- Pirates --  Poetry. -- Ballads, English --  17th century. -- Broadsides --  England --  17th century.",1650
B06768,Y101,None,"The young farmer's answer to his sweet-heart Nanny, vvho much complained of her undergoing the weary burthen of a troublesome maiden-head. To the tune of, The Scotch hay-makers.",Anonymous,Printed by and for A M,London,"Ballads, English --  17th century.",1696
B03274,E474,None,"An elegy upon the death of the most illustrious princess Heneretta. Dutchess of Orleance, Maddam of France, &c.",R. Philopolymathes.,Printed for John Clark at the Harp and Bible in West smith field,London,"Orléans, Henriette-Anne, --  duchesse d', 1644-1670 --  Poetry --  Early works to 1800. -- Elegiac poetry, English --  17th century.",1670
B03317,E927,R232555,An ordinance made the eighteenth day of July ... 1666,"Clarendon, Edward Hyde, Earl of, 1609-1674.; Grimston, Harbottle, Sir, 1603-1685.; England and Wales. Court of Chancery.",s n,London,England and Wales. --  Court of Chancery. --  Records and correspondence. -- Court records --  Great Britain --  Early works to 1800. -- Broadsides --  England --  17th century.,1666
B01979,C179,R22521,The cabal.,Anonymous,s n,London,"Political poetry, English --  Early works to 1800. -- Great Britain --  History --  Charles II, 1660-1685 --  Early works to 1800.",1680
B02071,C3039B,R173763,"His Majesties gracious proclamation, concerning the government of his ancient kingdom of Scotland.","England and Wales. Sovereign (1660-1685 : Charles II); England and Wales. Sovereign (1660-1685 : Charles II); Charles II, King of England, 1630-1685.",Printed by Christopher Higgins in Harts Close over against the Trone Church,Edinburgh,Scotland --  Politics and government --  1660-1688 --  Early works to 1800. -- Broadsides --  Scotland --  17th century.,1660
B02720,D1701,None,"The distressed damsels: or, A dolefull ditty of a sorrowfull assembly of young maidens that were met together near Thames-street, to bewail the loss of their loves which were lately press'd away to sea. To the tune of An orange. Licensed according to order.",Anonymous,Printed for P Brooksby J Deacon J Blare J Back,London,"Ballads, English --  17th century.",1691
B03217,E396,None,[An elegy on the death of the late honourable George Lord] Dartmouth [...],Anonymous,Printed for David Sley,London,"Dartmouth, George Legge, --  Baron, 1648-1691 --  Poetry --  Early works to 1800. -- Elegiac poetry, English --  17th century.",1691
B02597,C956,R170965,"The case of Mr. James Trefusis, of the county of Cornwall gent","Trefusis, James, Gent.",s n,London,"County officials and employees --  Salaries, etc. --  England --  London --  Early works to 1800. -- Liquor industry --  Law and legislation --  England --  Early works to 1800. -- Broadsides --  England --  17th century.",1693
B05647,S1846A,R183506,"A proclamation, for calling of the Parliament. Edinburgh, the fifteenth day of July, one thousand six hundred and sixty nine.",Scotland. Privy Council.; Scotland. Sovereign (1649-1685 : Charles II),Printed by Evan Tyler Printer to the King s most excellent Majesty,Edinburgh,Scotland. --  Parliament --  Early works to 1800. -- Scotland --  Politics and government --  1660-1688 --  Early works to 1800. -- Broadsides --  Scotland --  17th century.,1669
B02835,D2792B,None,"The Winchester wedding: or, Ralph of Reading and Black Bess of the Green. To a new country dance: or, The King's jigg.","D'Urfey, Thomas, 1653-1723.",Printed for J onah Deacon at the Angel in Guilt spur street without Newgate,London,"Ballads, English --  17th century.",1685-1692?
B05016,R1650B,None,"The lovers battle, being a sore combat fought between Mars and Venus, at a place called Cunney Castle, under Belly-hill. Bold Mars like to a warrier stout great brags did make in field but Venus she gave him the rout. [sic] and forc't him for to yeild [sic], then Mars drew out his rapier strong thinking to win the day but Venus charg'd him so sore he was glad he got away. The tune is, The chorals delight.","Robins, Thomas, fl. 1672-1685.",Printed for Thomas Passinger,London,"Ballads, English --  17th century.",1676
B05747,S2013CA,R183610,"A proclamation, anent the sale of forefeited estates, dated the tenth of June, 1681.",Scotland Privy Council.; England and Wales. Treasury.,Printed by the heir of Andrew Anderson Printer to his most excellent Majesty,Edinburgh,Forfeiture --  Scotland --  Early works to 1800. -- Real property --  Scotland --  Early works to 1800. -- Broadsides --  Scotland --  17th century.,1681
