id,stc,estc,title,author,publisher,pubplace,keywords,date
A86729,H339A,R206419,"Digitus testium, or A dreadful alarm to the vvhole kingdom, especially the Lord Major, the aldermen, and the Common-Councel of the City of London. Or a short discourse of the excellency of Englands lawes and religion. Together, with the antiquity of both, and the famous Kings that England hath had to defend both the religion and the laws against the heathen Romish emperours, and against the Romish power, under Popes. With the several plots the Popes of Rome have used against the Kings of England, to throwe them down, and how of late he hath prevailed against the magistracy and ministery of England, his new designes, and manner of progress: together, with a serious view of the new oath or ingagement, with 22. queries upon the same. And also objections made against the non-subscribers thereof answered. Let the ingenuous reader take so much pains, as to read that incomparable peece of vindication of a treatise of monarchy by way of discovery of three main points thereof.","Hall, Henry, d. 1680, attributed name.; Hall, Edmund, 1619 or 20-1687, attributed name.",s n,London,Monarchy --  Great Britain --  Early works to 1800. -- Loyalty oaths --  Great Britain --  17th century. -- Great Britain --  Constitutional history --  Early works to 1800.,1651
A82917,E1682,R211988,An order for the speedy raising of money for the advancing of the Scotch Army Die Sabbathi. 7. October. 1643.,"England and Wales. Parliament.; England and Wales. Parliament.; Penington, Isaac, Sir, 1587?-1660.; City of London (England). Lord Mayor.",s n,London,"Scotland. --  Army --  Early works to 1800. -- Great Britain --  History --  Civil War, 1642-1649 --  Early works to 1800.",1643
A85383,G1150,R201703,"The army harmelesse: or, A dispassionat and sober discussion of the late and present proceedings of the army, under the command of His Excellencie, Sir Thomas Fairfax. Wherein the equity and unblamableness of the said proceedings are demonstratively asserted, upon undenyable principles and maximes, as well of reason, as religion.","Goodwin, John, 1594?-1665.; Goodwin, John, 1594?-1665.",Printed for John Pounset and are to be sold at his shop at the signe of the Hand and Bible at the lower end of Budge row neere Dowgate,London,"England and Wales. --  Army --  Early works to 1800. -- Great Britain --  History --  Civil War, 1642-1649 --  Early works to 1800.",1647
A85925,G564,R202103,A letter from Sr. Balthazar Gerbier Knight. To his three daughters inclosed. In a nunnery att Paris.,"Gerbier, Balthazar, Sir, 1592?-1667.; Gerbier, Balthazar, Sir, 1592?-1667.",s n,Paris,"Gerbier, Elizabeth --  Early works to 1800. -- Gerbier, Susan --  Early works to 1800. -- Gerbier, Mary --  Early works to 1800. -- Christian life --  Early works to 1800.",1646
A88478,L2882L,R211366,"By the Major. To the Alderman of the ward of [blank]. Whereas the City of London, and the liberties thereof, is exceedingly pestered with rogues, vagabonds and sturdy beggars, aswel men as women, ...",City of London (England). Lord Mayor.; City of London (England). Lord Mayor.,Printed by Richard Cotes Printer to the honorable City of London,London,"Social problems --  England --  London --  Early works to 1800. -- Great Britain --  History --  Commonwealth and Protectorate, 1649-1660 --  Early works to 1800. -- London (England) --  History --  17th century --  Early works to 1800.",1649
A85825,G312,R207069,"Antinomianism discovered and confuted: and free-grace as it is held forth in Gods word: as well by the prophets in the Old Testament, as by the apostles and Christ himself in the New, shewed to be other then is by the Antinomian-party in these times maintained. / By Thomas Gataker, B.D. and pastor of Rotherhith.","Gataker, Thomas, 1574-1654.; Gataker, Thomas, 1574-1654.",Printed by T R and E M and are to be sold by J B at the Guilded Acorn in Pauls Church yard near the little North door,London,Antinomianism --  Controversial literature --  Early works to 1800.,1652
A85730,G2051,R8768,"Master Grimston his worthy and learned speech: spoken in the High Court of Parliament. Concerning troubles abroad, and greevances at home. Shewing the inward symptoms and causes of all our feares and dangers. And what probability there is of reformation, in case due punishment be speedily executed on incendiaries, and chiefe causers of those distractions, that have opprest our church, and common-wealth.","Grimston, Harbottle, Sir, 1603-1685.; Grimston, Harbottle, Sir, 1603-1685.",Printed for W H,London,"Speeches, addresses, etc., English --  Early works to 1800. -- Great Britain --  Politics and government --  1625-1649 --  Early works to 1800.",1641
A89663,N1036,R20937,"Nevves out of the Lovv-Countries, sent in two letters: the one to the Earle of New-Castle, the other to Captaine Crispe, now resident with his Majesty. Declaring the likelihood of civill warres to be betwixt the Prince of Orange, and the states of the United Provinces.",S. R.; S. R.; H. R.,First printed at Oxford for William Web and since reprinted in London,London,"William --  II, --  Prince of Orange, 1626-1650 --  Early works to 1800. -- Crisp, Nicholas, --  Sir, 1599?-1666 --  Early works to 1800. -- Newcastle, William Cavendish, --  Duke of, 1592-1676. -- Netherlands --  History --  Wars of Independence, 1556-1648 --  Early works to 1800.",1643
A81973,D345A,R225119,"To the honorable knights, citizens, and burgesses of the House of Commons, assembled in Parliament The humble remonstrance of William Davenant, anno 1641.","D'Avenant, William, Sir, 1606-1668.; D'Avenant, William, Sir, 1606-1668.",s n,London,"Great Britain --  History --  Charles I, 1625-1649 --  Early works to 1800. -- Broadsides --  England",1641
A87236,I128A,R232137,"Incestuous marriages, or, relations of consanguinity and affinity hindering and dissolving marriage, as making all marriages within such relations to be incestuous, and all children begotten of such marriages to be illegitimate, or bastards to all intents and purposes",Anonymous,printed for Robert Pawlet at the Bible in Chancery lane,London,Incest --  Early works to 1800. -- Marriage --  Early works to 1800. -- Broadsides --  England,1678
A86050,G893A,R42894,"Master Glyn his speech in Parliament, on Wednesday, the fifth of Ianuary, at the committee sitting in Guild-Hall concerning the breaches of the priviledges of Parliament, by breaking open the chambers, studies, and truncks of the sixe gentlemen, upon their accusation of high treason by His Majestie, 1641.","Glynne, John, Sir, 1603-1666.; Glynne, John, Sir, 1603-1666.",s n,London,"Privileges and immunities --  Great Britain. -- Great Britain --  Politics and government --  1625-1649 --  Pamphlets. -- Great Britain --  History --  Charles I, 1625-1649.",1642
A87081,H690,R2085,"The clergies lamentation: deploring the sad condition of the kingdome of Ireland, by reason of the unparallel'd cruelties and murders exercised by the inhumane popish rebells upon many thousand Protestants in the Province of Ulster, and especially the ministers there, since the beginning of this bloudy rebellion. In which is also particularly expressed the names, and manner of the murthering, imprisoning and famishing of such ministers and others, by those barbarous and blood-thirsty rebells. Published as an incouragement to all true-borne Englishmen, to rise up as one man to resist those rebells, who are (by command from His Majesty) shortly to be brought over into England. By Daniel Harcourt, one of the commissioners for the examination of the Protestants grievances in that province. Published by order.","Harcourt, Daniel.; Harcourt, Daniel.",Printed for Henry Shepheard and are to be sold at his shop over against the Royall Exchange,London,Ireland --  History --  1625-1649 --  Early works to 1800.,1644
A88505,L2948,R211397,Londons out-cry to her sister-cities of England,Anonymous,s n,London,London (England) --  History --  17th century --  Poetry --  Early works to 1800.,1659
A84889,F2117,R211642,A free-Parliament-letany. To the tune of An old souldier of the Queenes.,Anonymous,s n,London,England and Wales. --  Parliament --  Poetry --  Early works to 1800. -- Political ballads and songs --  England --  17th century. -- Great Britain --  Politics and government --  1649-1660 --  Poetry --  Early works to 1800.,1660
A80351,C585,R2006,"Bp Carletons testimonie concerning the Presbyterian discipline in the Low-Countries, and Episcopall government here in England. VVherein is briefly discovered the novelty of the one, and antiquity of the other; with a short taste of the inconveniences that attend the new plat-forme, where that is set up in the roome of the old primitive government. Published for the common good.","Carleton, George, 1559-1628.; Carleton, George, 1559-1628.",Printed for Nath Butter,London,Episcopacy --  History --  17th century --  Early works to 1800. -- Presbyterianism --  History --  17th century --  Early works to 1800. -- Protestantism --  History --  17th century --  Early works to 1800.,1642
A80400,C6009,R200520,"The old proverbe, as good be a knave, as amongst knaves (though Committee men) is debated, and concluded to be false, by Francis Cooke, and Thomas Gualter, as they were riding between London and Cambridge, and conferring upon this proverb, and many other things usefull for all to know, but more especially for some in authority. In which conference the innocent, and such as have stood for the truth, are made known and commended, and the nocent and such as use deceit and falshood are discovered, and left to bear their deserved shame and punishment. As also the cruel and unreasonable doings of some Committee men, and others, against good men, and such as have been most forward for the Parliament: some of their abuses stript, which deserve to be whipt.","Cooke, Francis, of Cambridge?,; Gualter, Thomas.",Printed according to order by Thomas Paine,London,"Great Britain --  History --  Charles I, 1625-1649 --  Early works to 1800. -- Great Britain --  Politics and government --  1642-1649 --  Early works to 1800. -- Great Britain --  Church history --  17th century --  Early works to 1800.",1646
A86877,H364,R207387,"An apologeticall letter to a person of quality, concerning a scandalous and malicious passage, in a conference lately held betwixt an inquisitor at White-Hall and Mr Anthony Sadler, published in his Inquisitio Anglicana. / Written by Jo. Hall Bishop of Norwich, in vindication of himself.","Hall, Joseph, 1574-1656.; Hall, Joseph, 1574-1656.; H. S.",Printed for N B and are to be sold at the Marigold in S Pauls Churchyard,London,"Sadler, Anthony, b. 1610. --  Inquisitio Anglicana. -- Hall, Joseph, 1574-1656. -- Libel and slander --  Early works to 1800.",1654
A84448,E744,R211351,"By the Committee of Safety. A proclamation Forasmuch as this Committee hath received certain information of several designs and endeavours of persons ill-affected to the publique peace and good of this Common-wealth, ...",England and Wales. Committee of Safety.; England and Wales. Committee of Safety.,Printed by Henry Hills and John Field Printers to the Committee of Safety,London,"Censorship --  England --  Early works to 1800. -- Dissenters --  England --  London --  Early works to 1800. -- Great Britain --  History --  Commonwealth and Protectorate, 1649-1660 --  Early works to 1800. -- London (England) --  History --  17th century --  Early works to 1800.",1659
A81705,D21,R212124,"Viro verè pietatis, integritatis, & prudentiæ dotibus præcellentissimo, magno seculi splendori, maximoque legum munimento, Matthæo Haylesio, dom. primario judici communium placitorum, &c. Virisq; cunctis eruditionis & meritorum dignitatibus accumulatissimis, dom Edoardo Heywoodio, dom. Roulandio Jukesio seniori, dom. Joanni Vaughanio de Troscot: tribus jurisconsultis & sociis interioris templi; nec non quator omnibus executoribus defuncti Joannis Seldeni G.D. hoc humillimè devovet epitaphium.",G. D.; G. D.,Printed by Tho Newcomb near Bainards Castle in Thames street,London,"Selden, John, 1584-1654 --  Poetry --  Early works to 1800. -- Latin poetry, Medieval and modern --  England.",1654
A88337,L2449,R204376,A list of the imprisoned and secluded Members.,Anonymous,s n,London,England and Wales. --  Parliament. --  House of Commons --  Early works to 1800. -- Detention of persons --  England --  Early works to 1800. -- Great Britain --  Politics and government --  1642-1649 --  Early works to 1800.,1648
